name;rarity;arts
Mad Heretic Gazia;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7e/Unit_ills_full_850347.png/]
Barienna;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/17/Unit_ills_full_850265.png/]
Silver Wolf Barienna;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3d/Unit_ills_full_850266.png/]
Aludra;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ac/Unit_ills_full_810265.png/]
Universal Mage Aludra;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0c/Unit_ills_full_810266.png/]
Sanguine Hood Ciara;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/29/Unit_ills_full_810107.png/]
Pumleficent Semira;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/67/Unit_ills_full_860107.png/]
Flame-Tailed Lucia;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fc/Unit_ills_full_811016.png/]
Perdition Goddess Lucia;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a9/Unit_ills_full_811017.png/]
Berserker Korzan;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/57/Unit_ills_full_810315.png/]
Blood Destroyer Korzan;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a1/Unit_ills_full_810316.png/]
Infernal Ravager Korzan;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d1/Unit_ills_full_810317.png/]
Battlemage Haile;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/80/Unit_ills_full_820315.png/]
Gelid Arcane Haile;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4b/Unit_ills_full_820316.png/]
Boreal Tempest Haile;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ac/Unit_ills_full_820317.png/]
Chieftain Avani;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/93/Unit_ills_full_830315.png/]
Beast Master Avani;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/68/Unit_ills_full_830316.png/]
Monster Hunter Avani;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/95/Unit_ills_full_830317.png/]
Chevalier Mikael;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/da/Unit_ills_full_840315.png/]
Thunder Paladin Mikael;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/26/Unit_ills_full_840316.png/]
Storm Champion Mikael;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/03/Unit_ills_full_840317.png/]
Librarian Allanon;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5f/Unit_ills_full_850315.png/]
Chronicler Allanon;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/56/Unit_ills_full_850316.png/]
Loremaster Allanon;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/73/Unit_ills_full_850317.png/]
Alley Cat Nyami;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ed/Unit_ills_full_860315.png/]
Wild Cat Nyami;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1d/Unit_ills_full_860316.png/]
Shadow Cat Nyami;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/85/Unit_ills_full_860317.png/]
Brave Kurewa & Kuraginn;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/60/Unit_ills_full_811116.png/]
Ageless Keeper Zeruiah;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/65/Unit_ills_full_830115.png/]
Timeless Warden Zeruiah;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/37/Unit_ills_full_830116.png/]
Eternal Guardian Zeruiah;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/23/Unit_ills_full_830117.png/]
Mira;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b2/Unit_ills_full_840155.png/]
Demon Mira;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7b/Unit_ills_full_840156.png/]
Randolph;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/98/Unit_ills_full_810325.png/]
Ensorcelled Randolph;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/79/Unit_ills_full_810326.png/]
Lycanthrope Randolph;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5f/Unit_ills_full_810327.png/]
Ravenna;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4e/Unit_ills_full_840325.png/]
Star-Crossed Ravenna;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/80/Unit_ills_full_840326.png/]
Landeythan Ravenna;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ee/Unit_ills_full_840327.png/]
Plasma Blaster Bonnie;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/88/Unit_ills_full_840117.png/]
Eggstra Colorful Carrol;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/73/Unit_ills_full_850157.png/]
Juno-Seto;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/98/Unit_ills_full_850165.png/]
Dawnbearer Juno-Seto;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e2/Unit_ills_full_850166.png/]
Empyrean Juno-Seto;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/18/Unit_ills_full_850167.png/]
Ensa-Taya;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/64/Unit_ills_full_860165.png/]
Umbral Bloom Ensa-Taya;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/45/Unit_ills_full_860166.png/]
Void Pasha Ensa-Taya;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/73/Unit_ills_full_860167.png/]
Flare Justice Cayena;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/ce/Unit_ills_full_810006.png/]
Gatling Soul Serin;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/94/Unit_ills_full_820006.png/]
Indomitable Cat Bayley;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a4/Unit_ills_full_830006.png/]
Thunderous Oracle Fennia;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a5/Unit_ills_full_840006.png/]
Inimical Valkyrie Vanila;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f0/Unit_ills_full_850006.png/]
Infernal Phantasm Lico;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3b/Unit_ills_full_860006.png/]
Sakura Miku;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/39/Unit_ills_full_850196.png/]
Blooming Sakura Miku;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/89/Unit_ills_full_850197.png/]
Mankai Sakura Miku;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ad/Unit_ills_full_850198.png/]
Overlord Azurai;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e6/Unit_ills_full_810337.png/]
Doombringer Azurai;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7e/Unit_ills_full_810338.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3c/Unit_ills_full_810338_2.png/]
Deranged Pugilist Nyala;5★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4a/Unit_ills_full_830325.png/]
Black Enforcer Nyala;6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/98/Unit_ills_full_830326.png/]
Terror Fist Nyala;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/de/Unit_ills_full_830327.png/]
Zero (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/49/Unit_ills_full_860237.png/]
Zero (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b4/Unit_ills_full_860238.png/]
Kyo Kusanagi (6★);6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/73/Unit_ills_full_810186.png/]
Kyo Kusanagi (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/73/Unit_ills_full_810187.png/]
Mai Shiranui (6★);6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/37/Unit_ills_full_810176.png/]
Mai Shiranui (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/57/Unit_ills_full_810177.png/]
Kula Diamond (6★);6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7b/Unit_ills_full_820176.png/]
Kula Diamond (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b7/Unit_ills_full_820177.png/]
Terry Bogard (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/61/Unit_ills_full_830177.png/]
Terry Bogard (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/ca/Unit_ills_full_830178.png/]
Benimaru Nikaido (6★);6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2a/Unit_ills_full_840176.png/]
Benimaru Nikaido (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d3/Unit_ills_full_840177.png/]
Athena Asamiya (6★);6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b9/Unit_ills_full_850176.png/]
Athena Asamiya (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1c/Unit_ills_full_850177.png/]
Iori Yagami (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/43/Unit_ills_full_860177.png/]
Iori Yagami (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/79/Unit_ills_full_860178.png/]
Omega Rugal (6★);6★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7e/Unit_ills_full_860186.png/]
Omega Rugal (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a8/Unit_ills_full_860187.png/]
Rogue Inquisitor Adriesta;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0c/Unit_ills_full_810417.png/]
Scourgemistress Adriesta;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/1a/Unit_ills_full_810418.png/]
Hallelujah (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/55/Unit_ills_full_840367.png/]
Hallelujah (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e6/Unit_ills_full_840368.png/]
Gaston (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7e/Unit_ills_full_850367.png/]
Gaston (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3f/Unit_ills_full_850368.png/]
Toki (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/af/Unit_ills_full_860367.png/]
Toki (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/ba/Unit_ills_full_860368.png/]
Matriarch Gabriela;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/87/Unit_ills_full_850417.png/]
Silver Queen Gabriela;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fc/Unit_ills_full_850418.png/]
Abyssal Witch Ciara;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/88/Unit_ills_full_810108.png/]
Fallen Knight Galtier;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ae/Unit_ills_full_860427.png/]
Ruinous Despoiler Galtier;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/94/Unit_ills_full_860428.png/]
Charlotte (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f4/Unit_ills_full_820387.png/]
Charlotte (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9f/Unit_ills_full_820388.png/]
Rain (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/05/Unit_ills_full_810397.png/]
Rain (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ea/Unit_ills_full_810398.png/]
Fina (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/93/Unit_ills_full_850397.png/]
Fina (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ec/Unit_ills_full_850398.png/]
Lasswell (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c2/Unit_ills_full_820397.png/]
Lasswell (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/47/Unit_ills_full_820398.png/]
Lid (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/12/Unit_ills_full_840397.png/]
Lid (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ab/Unit_ills_full_840398.png/]
Void Walker Zenia;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/af/Unit_ills_full_860258.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2d/Unit_ills_full_860258_2.png/]
Wulf Aspirant Faelan;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/82/Unit_ills_full_830417.png/]
White Wulf Faelan;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a1/Unit_ills_full_830418.png/]
Infinity Starsage Zeruiah;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/65/Unit_ills_full_830118.png/]
Commander Wannahon;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0d/Unit_ills_full_830277.png/]
Blightblade Wannahon;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/40/Unit_ills_full_830278.png/]
Resurrected Silvie;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a7/Unit_ills_full_840127.png/]
Silent Sentinel Silvie;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/69/Unit_ills_full_840128.png/]
Toy Soldier Haido;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/65/Unit_ills_full_860127.png/]
Eldritch Rocker Haido;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/98/Unit_ills_full_860128.png/]
Worldwalker Ilm;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f5/Unit_ills_full_820417.png/]
Fate-Eater Ilm;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/76/Unit_ills_full_820418.png/]
Royal Blade Rahotep;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2f/Unit_ills_full_810356.png/]
Sunless Warden Rahotep;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ab/Unit_ills_full_810357.png/]
Uncrowned Lord Eerikki;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/41/Unit_ills_full_840417.png/]
Owlrider Jute Eerikki;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c1/Unit_ills_full_840418.png/]
Heroes Fei and Fang;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/52/Unit_ills_full_830518.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9a/Unit_ills_full_830518_2.png/]
Bright Warrider Durumn;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/61/Unit_ills_full_840277.png/]
Viper Blitzkrieg Durumn;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/13/Unit_ills_full_840278.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3f/Unit_ills_full_840278_2.png/]
Ardent Soul Feng;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ea/Unit_ills_full_810507.png/]
Blazing Phoenix Feng;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a8/Unit_ills_full_810508.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/c/cf/Unit_ills_full_810508_2.png/]
Leona (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/85/Unit_ills_full_830187.png/]
Leona (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/51/Unit_ills_full_830188.png/]
Benimaru Nikaido (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ab/Unit_ills_full_840178.png/]
Athena Asamiya (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/be/Unit_ills_full_850178.png/]
Mai Shiranui (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/89/Unit_ills_full_810178.png/]
Kula Diamond (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/be/Unit_ills_full_820178.png/]
Joyous Dragon Long;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/94/Unit_ills_full_840507.png/]
Laughing Devil Long;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9e/Unit_ills_full_840508.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2e/Unit_ills_full_840508_2.png/]
Giantkiller Keres;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/04/Unit_ills_full_860277.png/]
Titanbane Primus Keres;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/61/Unit_ills_full_860278.png/]
Starflare Zeis;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7e/Unit_ills_full_810277.png/]
Starpyre Lancer Zeis;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4f/Unit_ills_full_810278.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/4/48/Unit_ills_full_810278_2.png/]
Twilight Priestess Neferet;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a8/Unit_ills_full_860356.png/]
Midnight Judge Neferet;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/98/Unit_ills_full_860357.png/]
Demonic Witch Xie'Jing;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/73/Unit_ills_full_860158.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9a/Unit_ills_full_860158_2.png/]
Eggspert Huntress Carrol;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/52/Unit_ills_full_850158.png/]
Mad Whizz Vikki;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5b/Unit_ills_full_820167.png/]
Ebil Genius Vikki;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/7a/Unit_ills_full_820168.png/]
Egg Seeking Cotton;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/75/Unit_ills_full_820157.png/]
Autonomous Cotton;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a2/Unit_ills_full_820158.png/]
Corporal Lancelot;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9b/Unit_ills_full_760226.png/]
Kingslayer Lancelot;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/94/Unit_ills_full_760227.png/]
Avalon Arthur;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/08/Unit_ills_full_750166.png/]
Dark Path Arthur;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6b/Unit_ills_full_750167.png/]
Storm Shatterer Galea;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6d/Unit_ills_full_820277.png/]
Tidal Stormsurge Galea;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/ff/Unit_ills_full_820278.png/]
Artificer Ceulfan;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/29/Unit_ills_full_850277.png/]
Grandmagos Ceulfan;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d1/Unit_ills_full_850278.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4a/Unit_ills_full_850278_2.png/]
Seductive Enticer Luina;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/03/Unit_ills_full_860417.png/]
Hellborne Honeypot Luina;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c1/Unit_ills_full_860418.png/]
Dizzy (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/46/Unit_ills_full_830377.png/]
Dizzy (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/57/Unit_ills_full_830378.png/]
Millia (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c5/Unit_ills_full_840377.png/]
Millia (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a7/Unit_ills_full_840378.png/]
Ramlethal (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/04/Unit_ills_full_860377.png/]
Ramlethal (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/ce/Unit_ills_full_860378.png/]
Jack-O' (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/0a/Unit_ills_full_850377.png/]
Jack-O' (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a9/Unit_ills_full_850378.png/]
Scout Enile;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/0/09/Unit_ills_full_850287.png/]
Mobile Pathfinder Enile;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/34/Unit_ills_full_850288.png/]
Engineer Dessit;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/37/Unit_ills_full_830287.png/]
Steel Magus Dessit;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/da/Unit_ills_full_830288.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/3/36/Unit_ills_full_830288_2.png/]
Ravishing Hetepheres;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a2/Unit_ills_full_830357.png/]
Divine Rogue Hetepheres;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/78/Unit_ills_full_830358.png/]
Commander Laresa;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b5/Unit_ills_full_810287.png/]
Battle Admiral Laresa;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/54/Unit_ills_full_810288.png/]
Scarlet Archon Blaze;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/fd/Unit_ills_full_810047.png/]
Immortal Firewing Blaze;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/7/76/Unit_ills_full_810048.png/]
Bowmistress Ravea;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/1/11/Unit_ills_full_820287.png/]
White Death Ravea;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/92/Unit_ills_full_820288.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e6/Unit_ills_full_820288_2.png/]
Bad Lands Queen Gazolina;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/94/Unit_ills_full_720157.png/]
Guardian Khepratum;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/5f/Unit_ills_full_840357.png/]
Dusk Star Khepratum;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/67/Unit_ills_full_840358.png/]
Ezra;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9a/Unit_ills_full_850328.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/3/33/Unit_ills_full_850328_2.png/]
Kaiseri Abyss Sae;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/60/Unit_ills_full_820047.png/]
Great Omniscience Sae;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/47/Unit_ills_full_820048.png/]
Pharmakeia Nimune;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/cd/Unit_ills_full_830437.png/]
Stratospheric Crash Belt;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6d/Unit_ills_full_740157.png/]
Commtech Vashi;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/2e/Unit_ills_full_840287.png/]
Sonic Blaster Vashi;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/be/Unit_ills_full_840288.png/]
Lucy Heartfilia (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/83/Unit_ills_full_850547.png/]
Lucy Heartfilia (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/d4/Unit_ills_full_850548.png/]
Natsu Dragneel (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4f/Unit_ills_full_810547.png/]
Natsu Dragneel (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/ea/Unit_ills_full_810548.png/]
Mard Geer (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/b1/Unit_ills_full_860547.png/]
Mard Geer (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/80/Unit_ills_full_860548.png/]
Erza Scarlet (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/6f/Unit_ills_full_840547.png/]
Erza Scarlet (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c9/Unit_ills_full_840548.png/]
Gray Fullbuster (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/bf/Unit_ills_full_820547.png/]
Gray Fullbuster (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/3/3f/Unit_ills_full_820548.png/]
Dragonsoul Dranoel;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/f/f9/Unit_ills_full_830047.png/]
Dark Soul Dranoel;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/8/88/Unit_ills_full_830048.png/]
Technomage Savei;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/9d/Unit_ills_full_860287.png/]
Warp Arcanist Savei;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/c/c6/Unit_ills_full_860288.png/,https://static.wikia.nocookie.net/bravefrontierglobal/images/4/4f/Unit_ills_full_860288_2.png/]
Dark Succubus Beatrix;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/4/40/Unit_ills_full_860517.png/]
Carnal Domina Beatrix;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/ac/Unit_ills_full_860518.png/]
Little Sister Nyami;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/de/Unit_ills_full_860318.png/]
Vortex Blade Cerise;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/d/de/Unit_ills_full_840047.png/]
Storm Queen Cerise;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e0/Unit_ills_full_840048.png/]
Spiritshard al-Akqat;7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/93/Unit_ills_full_810437.png/]
Fate-Holder al-Akqat;Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/a/a9/Unit_ills_full_810438.png/]
Baiken (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/b/ba/Unit_ills_full_830387.png/]
Baiken (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/e/e2/Unit_ills_full_830388.png/]
Leo Whitefang (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/6/63/Unit_ills_full_850387.png/]
Leo Whitefang (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/59/Unit_ills_full_850388.png/]
Johnny (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/2/21/Unit_ills_full_810377.png/]
Johnny (Omni);Omni;[https://static.wikia.nocookie.net/bravefrontierglobal/images/9/97/Unit_ills_full_810378.png/]
May (7★);7★;[https://static.wikia.nocookie.net/bravefrontierglobal/images/5/58/Unit_ills_full_820377.png/]
